         26684135 function calls (26579068 primitive calls) in 110.696 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       20    0.000    0.000    0.000    0.000 _methods.py:35(_all)
        1    0.000    0.000    0.000    0.000 CurvePoint.py:1(<module>)
        3    0.000    0.000    0.000    0.000 abc.py:128(__instancecheck__)
       26    0.000    0.000    0.000    0.000 numerictypes.py:232(bitname)
      128    0.000    0.000    0.000    0.000 {built-in method text}
      192    0.000    0.000    0.000    0.000 {built-in method setGeometry}
       96    0.000    0.000    0.000    0.000 {built-in method addWidget}
        5    0.000    0.000    0.000    0.000 decorator.py:69(__init__)
        1    0.000    0.000    0.000    0.000 GraphicsView.py:6(<module>)
       36    0.000    0.000    0.000    0.000 __init__.py:382(__getitem__)
       32    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
        1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
      492    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 mio4.py:303(MatFile4Reader)
        2    0.000    0.000    0.000    0.000 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 DataFilterWidget.py:1(<module>)
        1    0.000    0.000    0.000    0.000 DataTreeWidget.py:2(<module>)
        1    0.000    0.000    0.000    0.000 WidgetGroup.py:62(WidgetGroup)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:686(SafeConfigParser)
        1    0.000    0.000    0.000    0.000 utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:5(<module>)
        9    0.000    0.000    0.000    0.000 extras.py:241(__init__)
       99    0.000    0.000    0.000    0.000 {_sre.compile}
      168    0.000    0.000    0.000    0.000 sre_parse.py:83(closegroup)
       64    0.000    0.000    0.000    0.000 {built-in method setCheckable}
       32    0.000    0.000    0.000    0.000 {built-in method setBackgroundRole}
       64    0.000    0.000    0.000    0.000 {built-in method setMaximumSize}
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        9    0.000    0.000    0.000    0.000 extras.py:245(getdoc)
        1    0.000    0.000    0.000    0.000 MultiPlotItem.py:6(<module>)
       27    0.000    0.000    0.000    0.000 core.py:822(__init__)
       99    0.000    0.000    0.000    0.000 sre_parse.py:225(_class_escape)
        1    0.000    0.000    0.000    0.000 graphicsWindows.py:6(<module>)
      602    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 ValueLabel.py:1(<module>)
       32    0.000    0.000    0.000    0.000 ViewBox.py:174(register)
        1    0.000    0.000    0.000    0.000 ColorMapWidget.py:1(<module>)
       64    0.000    0.000    0.000    0.000 {built-in method findText}
        4    0.000    0.000    0.000    0.000 Point.py:65(__rsub__)
       96    0.000    0.000    0.000    0.000 {built-in method rotate}
       35    0.000    0.000    0.000    0.000 sre_parse.py:216(isname)
       64    0.000    0.000    0.000    0.000 {built-in method setMaximum}
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
       75    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
      256    0.000    0.000    0.000    0.000 {built-in method blockSignals}
       32    0.000    0.000    0.000    0.000 ViewBox.py:1451(updateBackground)
      128    0.000    0.000    0.000    0.000 WidgetGroup.py:74(<lambda>)
       24    0.000    0.000    0.000    0.000 c_spec.py:164(c_to_py_code)
        1    0.000    0.000    0.000    0.000 build_py.py:1(<module>)
        1    0.000    0.000    0.000    0.000 CheckTable.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 build_clib.py:2(<module>)
        3    0.000    0.000    0.000    0.000 frozenSupport.py:4(listdir)
        1    0.000    0.000    0.000    0.000 api.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:1(<module>)
      128    0.000    0.000    0.000    0.000 PlotItem.py:1120(_checkScaleKey)
       31    0.000    0.000    0.000    0.000 _inspect.py:61(getargs)
       96    0.000    0.000    0.000    0.000 {built-in method setRect}
        1    0.000    0.000    0.000    0.000 from_template.py:91(find_repl_patterns)
        1    0.000    0.000    0.000    0.000 unixccompiler.py:4(<module>)
      160    0.000    0.000    0.000    0.000 {built-in method setRowStretchFactor}
        1    0.000    0.000    0.000    0.000 PlotCurveItem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:387(<module>)
      128    0.000    0.000    0.000    0.000 {built-in method setRowPreferredHeight}
      742    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       66    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        8    0.000    0.000    0.000    0.000 core.py:7199(__init__)
        1    0.000    0.000    0.000    0.000 bdist_rpm.py:4(<module>)
      689    0.000    0.000    0.000    0.000 sre_compile.py:24(_identityfunction)
        1    0.000    0.000    0.000    0.000 shutil.py:5(<module>)
      192    0.000    0.000    0.000    0.000 {built-in method moveCenter}
      426    0.000    0.000    0.000    0.000 {_sre.getlower}
      128    0.000    0.000    0.000    0.000 WidgetGroup.py:100(<lambda>)
        1    0.000    0.000    0.000    0.000 flinalg.py:5(<module>)
        1    0.000    0.000    0.000    0.000 Matplotlib.py:1(<module>)
       64    0.000    0.000    0.000    0.000 {built-in method itemData}
        1    0.000    0.000    0.000    0.000 SignalProxy.py:2(<module>)
        1    0.000    0.000    0.000    0.000 io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyint.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {eval}
      128    0.000    0.000    0.000    0.000 {built-in method setRowSpacing}
        1    0.000    0.000    0.000    0.000 domreg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 misc_util.py:576(get_shared_lib_extension)
        8    0.000    0.000    0.000    0.000 posixpath.py:365(abspath)
        1    0.000    0.000    0.000    0.000 dbutils.py:27(<module>)
        1    0.000    0.000    0.000    0.000 FillBetweenItem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mio.py:37(mat_reader_factory)
        1    0.000    0.000    0.000    0.000 exec_command.py:46(<module>)
       32    0.000    0.000    0.000    0.000 {built-in method setChecked}
       22    0.000    0.000    0.000    0.000 posixpath.py:139(islink)
        1    0.000    0.000    0.000    0.000 UserList.py:1(<module>)
       11    0.000    0.000    0.000    0.000 posixpath.py:336(normpath)
      270    0.000    0.000    0.000    0.000 {numpy.lib._compiled_base.add_docstring}
       52    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 SRTTransform3D.py:2(<module>)
       64    0.000    0.000    0.000    0.000 {built-in method setSingleStep}
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:8(<module>)
        8    0.000    0.000    0.000    0.000 core.py:7204(getdoc)
      357    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
        4    0.000    0.000    0.000    0.000 miobase.py:138(convert_dtypes)
        1    0.000    0.000    0.000    0.000 ascii.py:8(<module>)
        1    0.000    0.000    0.000    0.000 build.py:1(<module>)
        1    0.000    0.000    0.000    0.000 axisCtrlTemplate_pyqt.py:10(<module>)
      505    0.000    0.000    0.000    0.000 glob.py:77(<lambda>)
        4    0.000    0.000    0.000    0.000 subprocess.py:1161(pipe_cloexec)
        1    0.000    0.000    0.000    0.000 spawn.py:7(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:492(get_config_vars)
       96    0.000    0.000    0.000    0.000 {built-in method setPen}
        5    0.000    0.000    0.000    0.000 decorator.py:47(__init__)
       35    0.000    0.000    0.000    0.000 collections.py:54(__setitem__)
       35    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       32    0.000    0.000    0.000    0.000 {built-in method hide}
        1    0.000    0.000    0.000    0.000 LegendItem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fftpack.py:32(<module>)
        2    0.000    0.000    0.000    0.000 pickle.py:1129(load_reduce)
       32    0.000    0.000    0.000    0.000 {built-in method setFrameShape}
      160    0.000    0.000    0.000    0.000 {built-in method red}
       96    0.000    0.000    0.000    0.000 WidgetGroup.py:95(<lambda>)
       32    0.000    0.000    0.000    0.000 ButtonItem.py:28(setPixmap)
       20    0.000    0.000    0.000    0.000 numerictypes.py:963(find_common_type)
        1    0.000    0.000    0.000    0.000 sysconfig.py:447(_init_posix)
        1    0.000    0.000    0.000    0.000 GraphicsWidget.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ComboBox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ColorButton.py:2(<module>)
        6    0.000    0.000    0.000    0.000 re.py:139(search)
       96    0.000    0.000    0.000    0.000 {built-in method setColumnPreferredWidth}
       27    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        5    0.000    0.000    0.000    0.000 inspect.py:804(getargspec)
      128    0.000    0.000    0.000    0.000 {built-in method setSpacing}
       64    0.000    0.000    0.000    0.000 {built-in method itemText}
      128    0.000    0.000    0.000    0.000 {built-in method setColumnStretchFactor}
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        1    0.000    0.000    0.000    0.000 mio5.py:795(MatFile5Writer)
        1    0.000    0.000    0.000    0.000 base_spec.py:1(<module>)
       36    0.000    0.000    0.000    0.000 python2_3.py:36(sortList)
      128    0.000    0.000    0.000    0.000 {built-in method setCurrentIndex}
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:34(Complex)
      128    0.000    0.000    0.000    0.000 {built-in method setRowMinimumHeight}
        1    0.000    0.000    0.000    0.000 numerictypes.py:458(_set_array_types)
       14    0.000    0.000    0.000    0.000 __init__.py:147(_check_size)
        2    0.000    0.000    0.000    0.000 subprocess.py:1099(_get_handles)
       18    0.000    0.000    0.000    0.000 core.py:902(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:33(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:14(Command)
        1    0.000    0.000    0.000    0.000 numerictypes.py:288(_add_types)
        1    0.000    0.000    0.000    0.000 ImageItem.py:1(<module>)
       37    0.000    0.000    0.000    0.000 abc.py:15(abstractmethod)
        1    0.000    0.000    0.000    0.000 AxisItem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mio5.py:110(MatFile5Reader)
        7    0.000    0.000    0.000    0.000 from_template.py:102(conv)
       96    0.000    0.000    0.000    0.000 {built-in method setColumnSpacing}
        1    0.000    0.000    0.000    0.000 miobase.py:331(MatFileReader)
      105    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 exportDialogTemplate_pyqt.py:10(<module>)
        1    0.000    0.000    0.000    0.000 size_check.py:1(<module>)
        1    0.000    0.000    0.000    0.000 TableWidget.py:13(TableWidget)
      296    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 core.py:1032(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
       64    0.000    0.000    0.000    0.000 {built-in method setOrientation}
       42    0.000    0.000    0.000    0.000 collections.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 install_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blitz_spec.py:8(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:78(CFUNCTYPE)
       32    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 dist.py:34(Distribution)
        1    0.000    0.000    0.000    0.000 six.py:209(exec_)
       32    0.000    0.000    0.000    0.000 {built-in method setSizePolicy}
       99    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
       88    0.000    0.000    0.000    0.000 base_info.py:97(add_header)
        1    0.000    0.000    0.000    0.000 string_escape.py:7(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        5    0.000    0.000    0.000    0.000 util.py:16(get_platform)
       14    0.000    0.000    0.000    0.000 minicompat.py:102(defproperty)
      160    0.000    0.000    0.000    0.000 {built-in method green}
       32    0.000    0.000    0.000    0.000 {built-in method setCacheMode}
       64    0.000    0.000    0.000    0.000 WidgetGroup.py:108(<lambda>)
        1    0.000    0.000    0.000    0.000 threading.py:1090(__init__)
       64    0.000    0.000    0.000    0.000 WidgetGroup.py:91(<lambda>)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
       60    0.000    0.000    0.000    0.000 ctypeslib.py:141(_num_fromflags)
        6    0.000    0.000    0.000    0.000 utils.py:152(deprecate)
        8    0.000    0.000    0.000    0.000 subprocess.py:1148(_set_cloexec_flag)
        1    0.000    0.000    0.000    0.000 core.py:2572(MaskedArray)
       64    0.000    0.000    0.000    0.000 {built-in method setEnabled}
        1    0.000    0.000    0.000    0.000 utf_16.py:8(<module>)
        1    0.000    0.000    0.000    0.000 mouseEvents.py:1(<module>)
       16    0.000    0.000    0.000    0.000 c_spec.py:80(init_info)
        1    0.000    0.000    0.000    0.000 miobase.py:187(get_matfile_version)
        1    0.000    0.000    0.000    0.000 InfiniteLine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 db.py:40(<module>)
        1    0.000    0.000    0.000    0.000 LinearRegionItem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ffiplatform.py:1(<module>)
        3    0.000    0.000    0.000    0.000 decimal.py:3782(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
       10    0.000    0.000    0.000    0.000 getlimits.py:150(<lambda>)
       32    0.000    0.000    0.000    0.000 {built-in method setContentsMargins}
        1    0.000    0.000    0.000    0.000 idl.py:29(<module>)
      160    0.000    0.000    0.000    0.000 {built-in method blue}
        1    0.000    0.000    0.000    0.000 GradientWidget.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ParameterItem.py:1(<module>)
      512    0.000    0.000    0.000    0.000 {chr}
        3    0.000    0.000    0.000    0.000 __init__.py:493(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 install.py:3(<module>)
       63    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
        2    0.000    0.000    0.000    0.000 {posix.open}
        1    0.000    0.000    0.000    0.000 FixTk.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ProgressDialog.py:2(<module>)
        6    0.000    0.000    0.000    0.000 c_spec.py:404(init_info)
        1    0.000    0.000    0.000    0.000 FeedbackButton.py:2(<module>)
       64    0.000    0.000    0.000    0.000 {built-in method currentIndex}
      160    0.000    0.000    0.000    0.000 {built-in method alpha}
       96    0.000    0.000    0.000    0.000 {built-in method setColumnMinimumWidth}
        1    0.000    0.000    0.000    0.000 bdist_wininst.py:4(<module>)
       30    0.000    0.000    0.000    0.000 numerictypes.py:450(_add_array_type)
       48    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       64    0.000    0.000    0.000    0.000 {built-in method bottomRight}
       72    0.000    0.000    0.000    0.000 numerictypes.py:130(english_lower)
        1    0.000    0.000    0.000    0.000 install_headers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 LabelItem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 planning.py:19(<module>)
        1    0.000    0.000    0.000    0.000 TextItem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:4(<module>)
       21    0.000    0.000    0.000    0.000 dist.py:119(<lambda>)
       11    0.000    0.000    0.000    0.000 posixpath.py:89(split)
        3    0.000    0.000    0.000    0.000 subprocess.py:1371(wait)
        1    0.000    0.000    0.000    0.000 platform.py:1012(_follow_symlinks)
        1    0.000    0.000    0.000    0.000 minicompat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 JoystickButton.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:787(_construct_lookups)
        1    0.000    0.000    0.000    0.000 PlotWidget.py:6(<module>)
        3    0.000    0.000    0.000    0.000 {posix.fdopen}
       32    0.000    0.000    0.000    0.000 {built-in method setRowFixedHeight}
        1    0.000    0.000    0.000    0.000 GridItem.py:1(<module>)
       32    0.000    0.000    0.000    0.000 weakref.py:241(values)
      186    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
        1    0.000    0.000    0.000    0.000 kdtree.py:174(KDTree)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        1    0.000    0.000    0.000    0.000 ViewBox.py:33(ViewBox)
       42    0.000    0.000    0.000    0.000 collections.py:356(<genexpr>)
        1    0.000    0.000    0.000    0.000 GradientLegend.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _monotone.py:1(<module>)
        6    0.000    0.000    0.000    0.000 standard_array_spec.py:151(template_vars)
       32    0.000    0.000    0.000    0.000 ViewBox.py:947(setAspectLocked)
        1    0.000    0.000    0.000    0.000 GraphItem.py:1(<module>)
      134    0.000    0.000    0.000    0.000 PlotItem.py:294(implements)
       74    0.000    0.000    0.000    0.000 _inspect.py:152(strseq)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:311(prep_simple)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
       40    0.000    0.000    0.000    0.000 _weakrefset.py:83(add)
       84    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {fcntl.fcntl}
        1    0.000    0.000    0.000    0.000 IsocurveItem.py:3(<module>)
       63    0.000    0.000    0.000    0.000 base_info.py:109(add_support_code)
       45    0.000    0.000    0.000    0.000 _weakrefset.py:70(__contains__)
        1    0.000    0.000    0.000    0.000 symbol.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ButtonItem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 HistogramLUTWidget.py:4(<module>)
        1    0.000    0.000    0.000    0.000 GraphicsLayoutWidget.py:1(<module>)
       64    0.000    0.000    0.000    0.000 {built-in method clear}
        6    0.000    0.000    0.000    0.000 utils.py:108(__call__)
        1    0.000    0.000    0.000    0.000 BarGraphItem.py:1(<module>)
       40    0.000    0.000    0.000    0.000 {built-in method p2}
        6    0.000    0.000    0.000    0.000 decimal.py:515(__new__)
        1    0.000    0.000    0.000    0.000 Transform3D.py:2(<module>)
        1    0.000    0.000    0.000    0.000 mio5.py:188(initialize_read)
        6    0.000    0.000    0.000    0.000 numeric.py:2320(seterr)
      124    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <string>:2(<module>)
       32    0.000    0.000    0.000    0.000 {built-in method setBackgroundBrush}
       64    0.000    0.000    0.000    0.000 {built-in method isValid}
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
        5    0.000    0.000    0.000    0.000 inspect.py:744(getargs)
       32    0.000    0.000    0.000    0.000 weakref.py:103(clear)
        1    0.000    0.000    0.000    0.000 bdist_dumb.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
       32    0.000    0.000    0.000    0.000 ScatterPlotItem.py:637(pixelPadding)
        1    0.000    0.000    0.000    0.000 utf_32.py:3(<module>)
        4    0.000    0.000    0.000    0.000 mouseEvents.py:310(scenePos)
       64    0.000    0.000    0.000    0.000 {built-in method count}
        1    0.000    0.000    0.000    0.000 ImageViewTemplate_pyqt.py:10(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        1    0.000    0.000    0.000    0.000 mio5.py:177(read_file_header)
        1    0.000    0.000    0.000    0.000 ArrowItem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Vector.py:6(<module>)
        5    0.000    0.000    0.000    0.000 {method 'close' of 'file' objects}
        1    0.000    0.000    0.000    0.000 archive_util.py:4(<module>)
       40    0.000    0.000    0.000    0.000 numerictypes.py:948(_can_coerce_all)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mmio.py:3(<module>)
       20    0.000    0.000    0.000    0.000 collections.py:132(pop)
        1    0.000    0.000    0.000    0.000 util.py:4(<module>)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 pgcollections.py:264(ProtectedDict)
       32    0.000    0.000    0.000    0.000 GraphicsView.py:201(clearMouse)
       21    0.000    0.000    0.000    0.000 numerictypes.py:219(_evalname)
        1    0.000    0.000    0.000    0.000 ErrorBarItem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Parameter.py:18(Parameter)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:345(_add_integer_aliases)
       21    0.000    0.000    0.000    0.000 fancy_getopt.py:469(translate_longopt)
        5    0.000    0.000    0.000    0.000 genericpath.py:15(exists)
        2    0.000    0.000    0.000    0.000 {_ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 Point.py:6(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:656(__init__)
        1    0.000    0.000    0.000    0.000 ItemGroup.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PathButton.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 VerticalLabel.py:2(<module>)
       12    0.000    0.000    0.000    0.000 getlimits.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 LayoutWidget.py:1(<module>)
        1    0.000    0.000    0.000    0.000 SRTTransform.py:2(<module>)
       32    0.000    0.000    0.000    0.000 GraphicsView.py:197(enableMouse)
        1    0.000    0.000    0.000    0.000 ThreadsafeTimer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cygwinccompiler.py:7(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
       40    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       43    0.000    0.000    0.000    0.000 _inspect.py:163(<lambda>)
       32    0.000    0.000    0.000    0.000 {built-in method setHorizontalSpacing}
        3    0.000    0.000    0.000    0.000 inspect.py:845(formatargspec)
       53    0.000    0.000    0.000    0.000 {repr}
        1    0.000    0.000    0.000    0.000 {built-in method setLayout}
        1    0.000    0.000    0.000    0.000 bdist.py:4(<module>)
       27    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
      138    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 build.py:3(<module>)
        1    0.000    0.000    0.000    0.000 plotConfigTemplate_pyqt.py:10(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 rbf.py:44(<module>)
        1    0.000    0.000    0.000    0.000 pgcollections.py:411(ProtectedTuple)
        1    0.000    0.000    0.000    0.000 socket.py:179(_socketobject)
      282    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 build_py.py:3(<module>)
       40    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        3    0.000    0.000    0.000    0.000 numeric.py:2705(__enter__)
        4    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
       32    0.000    0.000    0.000    0.000 {built-in method setBrush}
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 clean.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ROI.py:38(ROI)
        1    0.000    0.000    0.000    0.000 pgcollections.py:329(ProtectedList)
        1    0.000    0.000    0.000    0.000 shelve.py:57(<module>)
       48    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       32    0.000    0.000    0.000    0.000 {built-in method window}
        1    0.000    0.000    0.000    0.000 decimal.py:506(Decimal)
       56    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.dtype' objects}
       12    0.000    0.000    0.000    0.000 pickle.py:911(load_int)
        7    0.000    0.000    0.000    0.000 {posix.close}
        1    0.000    0.000    0.000    0.000 catalog.py:160(_create_dirs)
        6    0.000    0.000    0.000    0.000 core.py:1052(__init__)
        1    0.000    0.000    0.000    0.000 standard_array_spec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageExporter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {posix.unlink}
       32    0.000    0.000    0.000    0.000 {built-in method setVerticalScrollBarPolicy}
        1    0.000    0.000    0.000    0.000 sysconfig.py:50(_python_build)
        1    0.000    0.000    0.000    0.000 filelist.py:5(<module>)
        1    0.000    0.000    0.000    0.000 config.py:10(<module>)
       12    0.000    0.000    0.000    0.000 random.py:273(choice)
        2    0.000    0.000    0.000    0.000 subprocess.py:1208(_close_in_parent)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PrintExporter.py:1(<module>)
      168    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       66    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 vtk_spec.py:17(<module>)
        1    0.000    0.000    0.000    0.000 cProfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 unixccompiler.py:14(<module>)
        1    0.000    0.000    0.000    0.000 numpy_scalar_spec.py:3(<module>)
       32    0.000    0.000    0.000    0.000 {built-in method setFocusPolicy}
        3    0.000    0.000    0.000    0.000 pickle.py:1087(load_global)
        1    0.000    0.000    0.000    0.000 _fortran.py:6(<module>)
        1    0.000    0.000    0.000    0.000 GraphicsWidgetAnchor.py:1(<module>)
        5    0.000    0.000    0.000    0.000 codecs.py:77(__new__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:435(_construct_char_code_lookup)
        1    0.000    0.000    0.000    0.000 tempfile.py:148(_candidate_tempdir_list)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
       10    0.000    0.000    0.000    0.000 {built-in method pos}
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:6(<module>)
        1    0.000    0.000    0.000    0.000 os.py:136(makedirs)
        4    0.000    0.000    0.000    0.000 c_spec.py:337(init_info)
       40    0.000    0.000    0.000    0.000 numerictypes.py:157(english_upper)
        1    0.000    0.000    0.000    0.000 bdist.py:27(bdist)
       31    0.000    0.000    0.000    0.000 _inspect.py:39(iscode)
        1    0.000    0.000    0.000    0.000 build_clib.py:5(<module>)
       32    0.000    0.000    0.000    0.000 {built-in method setVerticalSpacing}
        1    0.000    0.000    0.000    0.000 BusyCursor.py:1(<module>)
        9    0.000    0.000    0.000    0.000 core.py:2428(__init__)
        1    0.000    0.000    0.000    0.000 install_scripts.py:4(<module>)
       24    0.000    0.000    0.000    0.000 {_struct.calcsize}
        1    0.000    0.000    0.000    0.000 ScatterPlotItem.py:77(SymbolAtlas)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        2    0.000    0.000    0.000    0.000 blitz_spec.py:108(template_vars)
       20    0.000    0.000    0.000    0.000 {built-in method unitVector}
        3    0.000    0.000    0.000    0.000 numeric.py:2710(__exit__)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
       16    0.000    0.000    0.000    0.000 {built-in method lineTo}
        1    0.000    0.000    0.000    0.000 ButtonItem.py:52(paint)
       32    0.000    0.000    0.000    0.000 {built-in method width}
       37    0.000    0.000    0.000    0.000 {method 'readline' of 'cStringIO.StringI' objects}
        2    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        6    0.000    0.000    0.000    0.000 pickle.py:993(load_tuple)
        1    0.000    0.000    0.000    0.000 contextlib.py:54(contextmanager)
       16    0.000    0.000    0.000    0.000 {built-in method buttons}
